Format,OpenLAP Export
Venue,Autodromo Nazionale Monza
Vehicle,NK 624 100%
Driver,OpenLap
Device
Comment
Date,22/03/2024
Time,14:42:54
Frequency,50





distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear,fuel_cons,energy_spent_fuel,energy_spent_mech
distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear,fuel_cons,energy_spent_fuel,energy_spent_mech
m,s,m/s,m,m/s,rad/s,m/s/s,m/s/s,m/s/s,ratio,Pa,N,deg,deg,deg,N,N,N,N,N,N,N.m,N.m,W,rpm,,kg,J,J


-5.000000,0.000000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.000000,0.000000,0.000000
-4.447978,0.020000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.002147,532.222656,452.389160
-3.895955,0.040000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.004293,1064.445801,904.778809
-3.343932,0.060000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.006440,1596.667969,1357.167969
-2.791909,0.080000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.008587,2128.891113,1809.557129
-2.239887,0.100000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.010733,2661.113770,2261.946533
-1.687864,0.120000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.012880,3193.336670,2714.335938
-1.135841,0.140000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.015027,3725.559082,3166.725098
-0.583818,0.160000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.017173,4257.781738,3619.114502
-0.031796,0.180000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.019320,4790.005371,4071.504150
0.520227,0.200000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.021467,5322.228027,4523.893555
1.072250,0.220000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.023613,5854.450195,4976.282715
1.624272,0.240000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.025760,6386.672852,5428.671875
2.176295,0.260000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.027907,6918.895508,5881.061035
2.728318,0.280000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.030053,7451.118652,6333.450684
3.280341,0.300000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.032200,7983.341797,6785.840332
3.832363,0.320000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.034347,8515.564453,7238.229492
4.384386,0.340000,27.601135,0.000000,27.601135,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-489.029205,-294.181641,762.146362,-127.976379,-3776.850098,-4265.879395,198.424805,24.000000,22619.466797,9000.000000,1.000000,0.036493,9047.787109,7690.619141
