_______                    _____________________ 
__  __ \______________________  /___    |__  __ \
_  / / /__  __ \  _ \_  __ \_  / __  /| |_  /_/ /
/ /_/ /__  /_/ /  __/  / / /  /___  ___ |  ____/ 
\____/ _  .___/\___//_/ /_//_____/_/  |_/_/      
       /_/                                       
=================================================
Vehicle: NK 624 100%
Track:   Autodromo Nazionale Monza
Date:    22/03/2024
Time:    14:42:50
=================================================
Simulation started.
Maximum speed calculated at all points.
Found all apexes on track.
Starting acceleration and deceleration.
Running: [||||||||||||||||||||||||||||||] 100 [%]
________________________________________________
|_Apex__|_Point_|_Mode__|___x___|___v___|_vmax_|
      1	    148	      1	  735.0	  16.17	  16.59
      1	    149	      1	  740.0	  16.54	  16.69
      1	    150	      1	  745.0	  16.72	  17.65
      1	    151	      1	  750.0	  17.26	  20.72
      1	    152	      1	  755.0	  18.10	  23.38
      1	    153	      1	  760.0	  18.85	  27.46
      1	    154	      1	  765.0	  19.52	  27.60
      1	    155	      1	  770.0	  20.12	  27.60
      1	    156	      1	  775.0	  20.68	  27.60
      1	    157	      1	  780.0	  21.19	  27.60
      1	    158	      1	  785.0	  21.67	  27.60
      1	    159	      1	  790.0	  22.11	  27.60
      1	    160	      1	  795.0	  22.52	  27.60
      1	    161	      1	  800.0	  22.90	  27.60
      1	    162	      1	  805.0	  23.27	  27.60
      1	    163	      1	  810.0	  23.61	  27.60
      1	    164	      1	  815.0	  23.93	  27.60
      1	    165	      1	  820.0	  24.23	  27.60
      1	    166	      1	  825.0	  24.52	  27.60
      1	    167	      1	  830.0	  24.80	  27.60
      1	    168	      1	  835.0	  25.06	  27.60
      1	    169	      1	  840.0	  25.31	  27.60
      1	    170	      1	  845.0	  25.55	  27.60
      1	    171	      1	  850.0	  25.78	  27.60
      1	    172	      1	  855.0	  26.00	  27.60
      1	    173	      1	  860.0	  26.21	  27.60
      1	    174	      1	  865.0	  26.41	  27.60
      1	    175	      1	  870.0	  26.61	  27.60
      1	    176	      1	  875.0	  26.80	  27.60
      1	    177	      1	  880.0	  26.98	  27.60
      1	    178	      1	  885.0	  27.15	  27.60
      1	    179	      1	  890.0	  27.32	  27.60
      1	    180	      1	  895.0	  27.48	  27.60
      1	    181	      1	  900.0	  27.60	  27.60
      1	    182	      1	  905.0	  27.60	  27.60
      1	    183	      1	  910.0	  27.60	  27.60
      1	    184	      1	  915.0	  27.60	  27.60
      1	    185	      1	  920.0	  27.60	  27.60
      1	    186	      1	  925.0	  27.60	  27.60
      1	    187	      1	  930.0	  27.60	  27.60
      1	    188	      1	  935.0	  27.60	  27.60
      1	    189	      1	  940.0	  27.60	  27.60
      1	    190	      1	  945.0	  27.60	  27.60
      1	    191	      1	  950.0	  27.60	  27.60
      1	    192	      1	  955.0	  27.60	  27.60
      1	    193	      1	  960.0	  27.60	  27.60
      1	    194	      1	  965.0	  27.60	  27.60
      1	    195	      1	  970.0	  27.60	  27.60
